id,full_name,status,height,weight,handedness,position,primary_position,jersey_number,year,alias,games_played,goals,assists,penalties,penalty_minutes,shots,blocked_att,missed_shots,hits,giveaways,takeaways,blocked_shots,faceoffs_won,faceoffs_lost,faceoff_win_pct
13a6977a-fc7e-4a08-8ef4-61907f0006b5,Ben Hutton,ACT,74,206,L,D,D,17,2015,VAN,75,1,24,7,14,104,89,43,42,53,30,102,0,0,0.0
13a6977a-fc7e-4a08-8ef4-61907f0006b5,Ben Hutton,ACT,74,206,L,D,D,17,2016,VAN,71,5,14,14,31,130,93,45,46,50,31,106,0,0,0.0
13a6977a-fc7e-4a08-8ef4-61907f0006b5,Ben Hutton,ACT,74,206,L,D,D,17,2017,VAN,61,0,6,10,23,103,65,36,40,43,26,68,0,1,0.0
13a6977a-fc7e-4a08-8ef4-61907f0006b5,Ben Hutton,ACT,74,206,L,D,D,17,2018,VAN,69,5,15,16,43,114,99,42,55,30,27,102,0,0,0.0
13a6977a-fc7e-4a08-8ef4-61907f0006b5,Ben Hutton,ACT,74,206,L,D,D,17,2019,LA,65,4,12,7,14,114,71,39,51,41,12,76,0,0,0.0
13a6977a-fc7e-4a08-8ef4-61907f0006b5,Ben Hutton,ACT,74,206,L,D,D,17,2020,TOR,4,0,0,0,0,3,6,1,7,3,2,3,0,0,0.0
13a6977a-fc7e-4a08-8ef4-61907f0006b5,Ben Hutton,ACT,74,206,L,D,D,17,2021,VGK,58,3,10,10,32,78,63,25,49,19,16,72,0,0,0.0
13a6977a-fc7e-4a08-8ef4-61907f0006b5,Ben Hutton,ACT,74,206,L,D,D,17,2022,VGK,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
23e3f15b-493a-4669-819b-cc07d5d16bda,Chandler Stephenson,ACT,72,203,L,F,C,20,2014,WSH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
23e3f15b-493a-4669-819b-cc07d5d16bda,Chandler Stephenson,ACT,72,203,L,F,C,20,2015,WSH,9,0,0,1,2,2,1,1,5,1,3,4,30,25,54.5
23e3f15b-493a-4669-819b-cc07d5d16bda,Chandler Stephenson,ACT,72,203,L,F,C,20,2016,WSH,4,0,0,0,0,3,1,0,0,0,1,0,12,13,48.0
23e3f15b-493a-4669-819b-cc07d5d16bda,Chandler Stephenson,ACT,72,203,L,F,C,20,2017,WSH,67,6,12,4,8,36,8,16,26,16,24,33,40,33,54.8
23e3f15b-493a-4669-819b-cc07d5d16bda,Chandler Stephenson,ACT,72,203,L,F,C,20,2018,WSH,64,5,6,0,0,36,15,14,38,11,18,33,47,48,49.5
23e3f15b-493a-4669-819b-cc07d5d16bda,Chandler Stephenson,ACT,72,203,L,F,C,20,2019,WSH,24,3,1,2,6,18,4,10,20,5,13,12,78,77,50.3
23e3f15b-493a-4669-819b-cc07d5d16bda,Chandler Stephenson,ACT,72,203,L,F,C,20,2020,VGK,51,14,21,9,29,83,18,23,43,10,23,35,375,369,50.4
23e3f15b-493a-4669-819b-cc07d5d16bda,Chandler Stephenson,ACT,72,203,L,F,C,20,2021,VGK,79,21,43,13,26,125,37,33,68,32,40,44,653,602,52.0
23e3f15b-493a-4669-819b-cc07d5d16bda,Chandler Stephenson,ACT,72,203,L,F,C,20,2022,VGK,8,3,4,1,2,16,2,4,9,1,2,4,76,46,62.3
32a43ff1-60d9-40dd-a4d3-810d9bf555a6,Shea Theodore,ACT,74,195,L,D,D,27,2014,ANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
32a43ff1-60d9-40dd-a4d3-810d9bf555a6,Shea Theodore,ACT,74,195,L,D,D,27,2015,ANA,20,3,5,1,2,28,21,12,6,17,10,22,0,0,0.0
32a43ff1-60d9-40dd-a4d3-810d9bf555a6,Shea Theodore,ACT,74,195,L,D,D,27,2016,ANA,34,2,7,14,28,60,37,29,14,30,4,30,0,0,0.0
32a43ff1-60d9-40dd-a4d3-810d9bf555a6,Shea Theodore,ACT,74,195,L,D,D,27,2017,VGK,61,6,23,7,14,144,75,43,29,42,25,70,0,0,0.0
32a43ff1-60d9-40dd-a4d3-810d9bf555a6,Shea Theodore,ACT,74,195,L,D,D,27,2018,VGK,79,12,25,9,20,202,144,75,27,59,82,91,1,0,100.0
32a43ff1-60d9-40dd-a4d3-810d9bf555a6,Shea Theodore,ACT,74,195,L,D,D,27,2019,VGK,71,13,33,11,25,219,145,96,20,54,55,69,0,0,0.0
32a43ff1-60d9-40dd-a4d3-810d9bf555a6,Shea Theodore,ACT,74,195,L,D,D,27,2020,VGK,53,8,34,7,14,161,125,62,22,35,25,43,0,0,0.0
32a43ff1-60d9-40dd-a4d3-810d9bf555a6,Shea Theodore,ACT,74,195,L,D,D,27,2021,VGK,78,14,38,12,24,205,144,68,37,58,60,97,0,0,0.0
32a43ff1-60d9-40dd-a4d3-810d9bf555a6,Shea Theodore,ACT,74,195,L,D,D,27,2022,VGK,8,2,4,1,2,17,11,4,2,3,2,11,0,0,0.0
35782f83-5d7b-4bf5-a50a-f6c2f74be278,Laurent Brossoit,IR,75,204,L,G,G,39,2013,EDM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
35782f83-5d7b-4bf5-a50a-f6c2f74be278,Laurent Brossoit,IR,75,204,L,G,G,39,2014,EDM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
35782f83-5d7b-4bf5-a50a-f6c2f74be278,Laurent Brossoit,IR,75,204,L,G,G,39,2015,EDM,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0
35782f83-5d7b-4bf5-a50a-f6c2f74be278,Laurent Brossoit,IR,75,204,L,G,G,39,2016,EDM,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0
35782f83-5d7b-4bf5-a50a-f6c2f74be278,Laurent Brossoit,IR,75,204,L,G,G,39,2017,EDM,14,0,1,0,0,0,0,0,0,8,0,0,0,0,0.0
35782f83-5d7b-4bf5-a50a-f6c2f74be278,Laurent Brossoit,IR,75,204,L,G,G,39,2018,WPG,21,0,0,0,0,0,0,0,0,19,0,0,0,0,0.0
35782f83-5d7b-4bf5-a50a-f6c2f74be278,Laurent Brossoit,IR,75,204,L,G,G,39,2019,WPG,19,0,0,0,0,0,0,0,0,14,0,0,0,0,0.0
35782f83-5d7b-4bf5-a50a-f6c2f74be278,Laurent Brossoit,IR,75,204,L,G,G,39,2020,WPG,14,0,0,0,0,0,0,0,0,8,0,0,0,0,0.0
35782f83-5d7b-4bf5-a50a-f6c2f74be278,Laurent Brossoit,IR,75,204,L,G,G,39,2021,VGK,24,0,0,0,0,0,0,0,0,9,3,0,0,0,0.0
374cd339-bfdd-4b15-b4cb-65bc5ab391bc,Jake Leschyshyn,ACT,71,185,L,F,C,15,2021,VGK,41,2,4,4,8,35,14,12,45,4,13,23,122,143,46.0
374cd339-bfdd-4b15-b4cb-65bc5ab391bc,Jake Leschyshyn,ACT,71,185,L,F,C,15,2022,VGK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
39865351-af7a-419c-8db6-5b270c2dd3ec,Logan Thompson,ACT,76,201,L,G,G,36,2020,VGK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
39865351-af7a-419c-8db6-5b270c2dd3ec,Logan Thompson,ACT,76,201,L,G,G,36,2021,VGK,19,0,0,0,0,0,0,0,0,10,0,0,0,0,0.0
39865351-af7a-419c-8db6-5b270c2dd3ec,Logan Thompson,ACT,76,201,L,G,G,36,2022,VGK,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
4282db94-0f24-11e2-8525-18a905767e44,Alec Martinez,ACT,73,209,L,D,D,23,2013,LA,61,11,11,7,14,79,82,62,96,27,5,75,0,0,0.0
4282db94-0f24-11e2-8525-18a905767e44,Alec Martinez,ACT,73,209,L,D,D,23,2014,LA,56,6,16,5,10,103,81,48,95,38,11,117,0,0,0.0
4282db94-0f24-11e2-8525-18a905767e44,Alec Martinez,ACT,73,209,L,D,D,23,2015,LA,78,10,21,20,40,124,116,72,164,60,8,183,0,0,0.0
4282db94-0f24-11e2-8525-18a905767e44,Alec Martinez,ACT,73,209,L,D,D,23,2016,LA,82,9,30,12,24,144,109,80,137,51,5,167,0,1,0.0
4282db94-0f24-11e2-8525-18a905767e44,Alec Martinez,ACT,73,209,L,D,D,23,2017,LA,77,9,16,17,34,111,76,42,100,81,11,206,0,1,0.0
4282db94-0f24-11e2-8525-18a905767e44,Alec Martinez,ACT,73,209,L,D,D,23,2018,LA,60,4,14,4,8,78,57,35,78,70,12,135,0,0,0.0
4282db94-0f24-11e2-8525-18a905767e44,Alec Martinez,ACT,73,209,L,D,D,23,2019,VGK,10,2,6,3,6,16,16,7,11,1,8,32,0,0,0.0
4282db94-0f24-11e2-8525-18a905767e44,Alec Martinez,ACT,73,209,L,D,D,23,2020,VGK,53,9,23,6,12,85,61,37,44,26,12,168,0,0,0.0
4282db94-0f24-11e2-8525-18a905767e44,Alec Martinez,ACT,73,209,L,D,D,23,2021,VGK,26,3,5,2,4,32,24,13,26,19,8,68,0,0,0.0
4282db94-0f24-11e2-8525-18a905767e44,Alec Martinez,ACT,73,209,L,D,D,23,2022,VGK,8,0,1,2,4,8,7,4,0,5,4,36,0,0,0.0
42ce2a31-0f24-11e2-8525-18a905767e44,Shea Weber,IR,76,230,R,D,D,6,2013,NSH,79,23,33,22,52,195,98,108,169,50,35,173,0,0,0.0
42ce2a31-0f24-11e2-8525-18a905767e44,Shea Weber,IR,76,230,R,D,D,6,2014,NSH,78,15,30,29,72,237,140,99,166,53,23,147,0,0,0.0
42ce2a31-0f24-11e2-8525-18a905767e44,Shea Weber,IR,76,230,R,D,D,6,2015,NSH,78,20,31,12,27,189,103,90,169,39,19,160,0,0,0.0
42ce2a31-0f24-11e2-8525-18a905767e44,Shea Weber,IR,76,230,R,D,D,6,2016,MTL,78,17,25,19,38,183,141,101,140,80,11,157,0,0,0.0
42ce2a31-0f24-11e2-8525-18a905767e44,Shea Weber,IR,76,230,R,D,D,6,2017,MTL,26,6,10,7,14,75,49,39,66,31,7,59,0,0,0.0
42ce2a31-0f24-11e2-8525-18a905767e44,Shea Weber,IR,76,230,R,D,D,6,2018,MTL,58,14,19,14,28,166,88,85,129,67,17,110,0,0,0.0
42ce2a31-0f24-11e2-8525-18a905767e44,Shea Weber,IR,76,230,R,D,D,6,2019,MTL,65,15,21,15,33,185,95,98,112,79,18,114,0,0,0.0
42ce2a31-0f24-11e2-8525-18a905767e44,Shea Weber,IR,76,230,R,D,D,6,2020,MTL,48,6,13,14,33,104,69,42,70,53,11,68,0,0,0.0
42d52288-0f24-11e2-8525-18a905767e44,Alex Pietrangelo,ACT,75,210,R,D,D,7,2013,STL,81,8,43,12,32,164,157,100,24,34,37,164,0,0,0.0
42d52288-0f24-11e2-8525-18a905767e44,Alex Pietrangelo,ACT,75,210,R,D,D,7,2014,STL,81,7,39,14,28,195,81,89,70,38,33,161,0,0,0.0
42d52288-0f24-11e2-8525-18a905767e44,Alex Pietrangelo,ACT,75,210,R,D,D,7,2015,STL,73,7,30,10,20,182,82,54,48,39,41,136,0,0,0.0
42d52288-0f24-11e2-8525-18a905767e44,Alex Pietrangelo,ACT,75,210,R,D,D,7,2016,STL,80,14,34,12,24,181,95,59,38,27,53,158,0,1,0.0
42d52288-0f24-11e2-8525-18a905767e44,Alex Pietrangelo,ACT,75,210,R,D,D,7,2017,STL,78,15,39,10,22,216,122,79,48,41,54,164,0,0,0.0
42d52288-0f24-11e2-8525-18a905767e44,Alex Pietrangelo,ACT,75,210,R,D,D,7,2018,STL,71,13,28,11,22,168,124,65,62,50,55,139,0,1,0.0
42d52288-0f24-11e2-8525-18a905767e44,Alex Pietrangelo,ACT,75,210,R,D,D,7,2019,STL,70,16,36,10,20,225,116,77,47,45,43,89,0,0,0.0
42d52288-0f24-11e2-8525-18a905767e44,Alex Pietrangelo,ACT,75,210,R,D,D,7,2020,VGK,41,7,16,8,16,126,95,57,28,22,23,80,0,0,0.0
42d52288-0f24-11e2-8525-18a905767e44,Alex Pietrangelo,ACT,75,210,R,D,D,7,2021,VGK,80,13,31,16,42,227,145,84,66,56,93,164,0,0,0.0
42d52288-0f24-11e2-8525-18a905767e44,Alex Pietrangelo,ACT,75,210,R,D,D,7,2022,VGK,8,0,5,0,0,18,7,5,10,4,3,16,0,0,0.0
42fb8fb0-0f24-11e2-8525-18a905767e44,Robin Lehner,IR,76,240,L,G,G,90,2013,OTT,36,0,0,1,4,0,0,0,0,17,0,0,0,0,0.0
42fb8fb0-0f24-11e2-8525-18a905767e44,Robin Lehner,IR,76,240,L,G,G,90,2014,OTT,25,0,1,0,0,0,0,0,0,3,0,0,0,0,0.0
42fb8fb0-0f24-11e2-8525-18a905767e44,Robin Lehner,IR,76,240,L,G,G,90,2015,BUF,21,0,1,4,8,0,0,0,0,5,0,0,0,0,0.0
42fb8fb0-0f24-11e2-8525-18a905767e44,Robin Lehner,IR,76,240,L,G,G,90,2016,BUF,59,0,1,3,6,0,0,0,0,27,0,0,0,0,0.0
42fb8fb0-0f24-11e2-8525-18a905767e44,Robin Lehner,IR,76,240,L,G,G,90,2017,BUF,53,0,0,1,2,0,0,0,0,27,0,0,0,0,0.0
42fb8fb0-0f24-11e2-8525-18a905767e44,Robin Lehner,IR,76,240,L,G,G,90,2018,NYI,46,0,1,0,0,0,0,0,0,41,0,0,0,0,0.0
42fb8fb0-0f24-11e2-8525-18a905767e44,Robin Lehner,IR,76,240,L,G,G,90,2019,VGK,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0
42fb8fb0-0f24-11e2-8525-18a905767e44,Robin Lehner,IR,76,240,L,G,G,90,2020,VGK,19,0,1,0,0,0,0,0,0,11,1,0,0,0,0.0
42fb8fb0-0f24-11e2-8525-18a905767e44,Robin Lehner,IR,76,240,L,G,G,90,2021,VGK,44,0,1,1,10,1,0,0,0,23,1,0,0,0,0.0
4316dfdf-0f24-11e2-8525-18a905767e44,Phil Kessel,ACT,72,223,R,F,RW,8,2013,TOR,82,37,43,12,27,305,151,100,25,88,37,30,2,12,14.3
4316dfdf-0f24-11e2-8525-18a905767e44,Phil Kessel,ACT,72,223,R,F,RW,8,2014,TOR,82,25,36,15,30,280,138,90,18,64,34,13,2,3,40.0
4316dfdf-0f24-11e2-8525-18a905767e44,Phil Kessel,ACT,72,223,R,F,RW,8,2015,PIT,82,26,33,9,18,273,123,82,9,55,26,13,2,2,50.0
4316dfdf-0f24-11e2-8525-18a905767e44,Phil Kessel,ACT,72,223,R,F,RW,8,2016,PIT,82,23,47,10,20,229,112,66,12,51,15,15,5,10,33.3
4316dfdf-0f24-11e2-8525-18a905767e44,Phil Kessel,ACT,72,223,R,F,RW,8,2017,PIT,82,34,58,14,36,261,122,66,10,60,26,17,6,13,31.6
4316dfdf-0f24-11e2-8525-18a905767e44,Phil Kessel,ACT,72,223,R,F,RW,8,2018,PIT,82,27,55,13,28,215,89,66,12,78,33,18,4,5,44.4
4316dfdf-0f24-11e2-8525-18a905767e44,Phil Kessel,ACT,72,223,R,F,RW,8,2019,ARI,70,14,24,11,22,153,63,54,11,41,19,20,2,7,22.2
4316dfdf-0f24-11e2-8525-18a905767e44,Phil Kessel,ACT,72,223,R,F,RW,8,2020,ARI,56,20,23,6,12,115,62,29,8,20,19,9,1,3,25.0
4316dfdf-0f24-11e2-8525-18a905767e44,Phil Kessel,ACT,72,223,R,F,RW,8,2021,ARI,82,8,44,16,40,175,80,55,6,53,39,21,4,8,33.3
4316dfdf-0f24-11e2-8525-18a905767e44,Phil Kessel,ACT,72,223,R,F,RW,8,2022,VGK,8,1,2,2,4,16,7,4,1,2,4,4,0,0,0.0
436ece1c-0f24-11e2-8525-18a905767e44,Reilly Smith,ACT,73,180,L,F,RW,19,2013,BOS,82,20,31,6,14,146,44,54,63,41,35,14,0,2,0.0
436ece1c-0f24-11e2-8525-18a905767e44,Reilly Smith,ACT,73,180,L,F,RW,19,2014,BOS,81,13,27,10,20,143,92,58,74,34,34,39,2,6,25.0
436ece1c-0f24-11e2-8525-18a905767e44,Reilly Smith,ACT,73,180,L,F,RW,19,2015,FLA,82,25,25,10,31,172,70,58,85,31,51,38,0,2,0.0
436ece1c-0f24-11e2-8525-18a905767e44,Reilly Smith,ACT,73,180,L,F,RW,19,2016,FLA,80,15,22,7,17,160,75,52,75,39,49,34,3,3,50.0
436ece1c-0f24-11e2-8525-18a905767e44,Reilly Smith,ACT,73,180,L,F,RW,19,2017,VGK,67,22,38,12,24,162,58,57,40,47,54,24,4,9,30.8
436ece1c-0f24-11e2-8525-18a905767e44,Reilly Smith,ACT,73,180,L,F,RW,19,2018,VGK,74,19,34,7,14,178,63,61,39,54,67,33,5,2,71.4
436ece1c-0f24-11e2-8525-18a905767e44,Reilly Smith,ACT,73,180,L,F,RW,19,2019,VGK,71,27,27,10,20,169,38,59,55,41,58,30,3,9,25.0
436ece1c-0f24-11e2-8525-18a905767e44,Reilly Smith,ACT,73,180,L,F,RW,19,2020,VGK,53,14,11,9,18,124,42,45,46,20,21,20,0,4,0.0
436ece1c-0f24-11e2-8525-18a905767e44,Reilly Smith,ACT,73,180,L,F,RW,19,2021,VGK,56,16,22,4,8,150,51,49,55,42,29,23,4,4,50.0
436ece1c-0f24-11e2-8525-18a905767e44,Reilly Smith,ACT,73,180,L,F,RW,19,2022,VGK,8,1,4,1,2,27,6,3,5,4,2,4,1,1,50.0
4d9cee32-afea-40f0-9242-d97acf640e75,Michael Amadio,ACT,73,204,R,F,C,22,2017,LA,37,4,4,4,8,28,15,15,18,6,11,9,74,96,43.5
4d9cee32-afea-40f0-9242-d97acf640e75,Michael Amadio,ACT,73,204,R,F,C,22,2018,LA,43,6,7,3,6,37,27,19,16,13,19,13,96,127,43.0
4d9cee32-afea-40f0-9242-d97acf640e75,Michael Amadio,ACT,73,204,R,F,C,22,2019,LA,68,6,10,5,10,99,42,23,21,25,31,22,232,248,48.3
4d9cee32-afea-40f0-9242-d97acf640e75,Michael Amadio,ACT,73,204,R,F,C,22,2020,LA,20,0,2,1,2,19,7,7,2,8,2,15,75,72,51.0
4d9cee32-afea-40f0-9242-d97acf640e75,Michael Amadio,ACT,73,204,R,F,C,22,2021,TOR,3,0,0,0,0,2,1,0,3,2,1,0,0,2,0.0
4d9cee32-afea-40f0-9242-d97acf640e75,Michael Amadio,ACT,73,204,R,F,C,22,2022,VGK,5,1,1,0,0,9,1,5,7,0,1,6,2,3,40.0
5bf557c9-0bb7-400a-be80-b0214e30c1c1,Adin Hill,ACT,78,200,L,G,G,33,2016,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5bf557c9-0bb7-400a-be80-b0214e30c1c1,Adin Hill,ACT,78,200,L,G,G,33,2017,ARI,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0.0
5bf557c9-0bb7-400a-be80-b0214e30c1c1,Adin Hill,ACT,78,200,L,G,G,33,2018,ARI,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5bf557c9-0bb7-400a-be80-b0214e30c1c1,Adin Hill,ACT,78,200,L,G,G,33,2019,ARI,13,0,0,1,2,0,0,0,0,1,0,0,0,0,0.0
5bf557c9-0bb7-400a-be80-b0214e30c1c1,Adin Hill,ACT,78,200,L,G,G,33,2020,ARI,19,0,0,0,0,0,0,0,0,6,0,0,0,0,0.0
5bf557c9-0bb7-400a-be80-b0214e30c1c1,Adin Hill,ACT,78,200,L,G,G,33,2021,SJ,25,0,2,0,0,0,0,0,0,9,4,0,0,0,0.0
5bf557c9-0bb7-400a-be80-b0214e30c1c1,Adin Hill,ACT,78,200,L,G,G,33,2022,VGK,3,0,0,1,2,0,1,0,0,1,0,0,0,0,0.0
5cb512ae-8207-4a2f-9209-614c4cdb6344,Jack Eichel,ACT,74,213,R,F,C,9,2015,BUF,81,24,32,11,22,238,105,90,43,49,43,25,403,578,41.1
5cb512ae-8207-4a2f-9209-614c4cdb6344,Jack Eichel,ACT,74,213,R,F,C,9,2016,BUF,61,24,33,11,22,249,95,84,26,46,38,35,310,486,38.9
5cb512ae-8207-4a2f-9209-614c4cdb6344,Jack Eichel,ACT,74,213,R,F,C,9,2017,BUF,67,25,39,12,32,246,96,92,52,61,38,35,347,489,41.5
5cb512ae-8207-4a2f-9209-614c4cdb6344,Jack Eichel,ACT,74,213,R,F,C,9,2018,BUF,77,28,54,12,26,303,93,89,70,76,38,51,597,673,47.0
5cb512ae-8207-4a2f-9209-614c4cdb6344,Jack Eichel,ACT,74,213,R,F,C,9,2019,BUF,68,36,42,12,34,227,90,79,40,66,44,42,614,697,46.8
5cb512ae-8207-4a2f-9209-614c4cdb6344,Jack Eichel,ACT,74,213,R,F,C,9,2020,BUF,21,2,16,3,6,61,15,31,20,11,4,15,195,197,49.7
5cb512ae-8207-4a2f-9209-614c4cdb6344,Jack Eichel,ACT,74,213,R,F,C,9,2021,VGK,34,14,11,5,10,133,33,27,45,29,25,35,184,195,48.5
5cb512ae-8207-4a2f-9209-614c4cdb6344,Jack Eichel,ACT,74,213,R,F,C,9,2022,VGK,8,3,4,0,0,26,8,9,5,4,1,4,49,60,45.0
62d72735-9fcf-434a-bb18-a9ffab615890,Brayden McNabb,ACT,76,212,L,D,D,3,2013,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
62d72735-9fcf-434a-bb18-a9ffab615890,Brayden McNabb,ACT,76,212,L,D,D,3,2014,LA,71,2,22,19,52,74,72,50,175,45,12,56,1,0,100.0
62d72735-9fcf-434a-bb18-a9ffab615890,Brayden McNabb,ACT,76,212,L,D,D,3,2015,LA,81,2,12,36,92,92,82,54,206,56,19,95,0,0,0.0
62d72735-9fcf-434a-bb18-a9ffab615890,Brayden McNabb,ACT,76,212,L,D,D,3,2016,LA,49,2,2,18,54,47,51,27,110,32,10,54,0,0,0.0
62d72735-9fcf-434a-bb18-a9ffab615890,Brayden McNabb,ACT,76,212,L,D,D,3,2017,VGK,76,5,10,23,52,88,70,35,225,40,30,176,0,0,0.0
62d72735-9fcf-434a-bb18-a9ffab615890,Brayden McNabb,ACT,76,212,L,D,D,3,2018,VGK,81,4,12,26,52,84,69,31,200,38,37,139,0,0,0.0
62d72735-9fcf-434a-bb18-a9ffab615890,Brayden McNabb,ACT,76,212,L,D,D,3,2019,VGK,71,2,7,20,40,73,57,46,201,32,32,133,0,0,0.0
62d72735-9fcf-434a-bb18-a9ffab615890,Brayden McNabb,ACT,76,212,L,D,D,3,2020,VGK,41,2,6,8,16,39,44,25,98,13,8,76,0,0,0.0
62d72735-9fcf-434a-bb18-a9ffab615890,Brayden McNabb,ACT,76,212,L,D,D,3,2021,VGK,69,3,15,18,42,85,62,48,154,28,37,179,0,0,0.0
62d72735-9fcf-434a-bb18-a9ffab615890,Brayden McNabb,ACT,76,212,L,D,D,3,2022,VGK,8,0,3,2,4,9,16,3,19,2,4,22,0,0,0.0
6bf3389e-271f-4aa2-a378-f70674ac7702,Nolan Patrick,IR,74,198,R,F,C,41,2017,PHI,73,13,17,14,30,127,38,40,48,33,32,19,376,367,50.6
6bf3389e-271f-4aa2-a378-f70674ac7702,Nolan Patrick,IR,74,198,R,F,C,41,2018,PHI,72,13,18,12,27,115,40,48,72,26,40,26,399,380,51.2
6bf3389e-271f-4aa2-a378-f70674ac7702,Nolan Patrick,IR,74,198,R,F,C,41,2019,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6bf3389e-271f-4aa2-a378-f70674ac7702,Nolan Patrick,IR,74,198,R,F,C,41,2020,PHI,52,4,5,10,20,49,25,30,45,17,11,18,226,204,52.6
6bf3389e-271f-4aa2-a378-f70674ac7702,Nolan Patrick,IR,74,198,R,F,C,41,2021,VGK,25,2,5,3,6,34,8,9,26,10,13,3,83,89,48.3
90742eb3-6cba-4ca3-9368-7dc1861e1992,Brett Howden,ACT,75,200,L,F,C,21,2018,NYR,66,6,17,7,14,74,15,37,64,37,28,47,353,376,48.4
90742eb3-6cba-4ca3-9368-7dc1861e1992,Brett Howden,ACT,75,200,L,F,C,21,2019,NYR,70,9,10,14,28,64,17,17,69,25,25,67,251,270,48.2
90742eb3-6cba-4ca3-9368-7dc1861e1992,Brett Howden,ACT,75,200,L,F,C,21,2020,NYR,42,1,6,4,11,33,6,15,57,6,6,35,118,135,46.6
90742eb3-6cba-4ca3-9368-7dc1861e1992,Brett Howden,ACT,75,200,L,F,C,21,2021,VGK,47,9,11,6,12,39,9,21,62,14,13,36,140,151,48.1
90742eb3-6cba-4ca3-9368-7dc1861e1992,Brett Howden,ACT,75,200,L,F,C,21,2022,VGK,8,1,1,2,4,13,5,4,14,3,6,6,15,9,62.5
90dea399-c04f-488a-a3b9-1fb82134120e,Paul Cotter,ACT,73,206,L,F,C,43,2021,VGK,7,2,0,3,6,11,3,3,17,0,1,1,0,1,0.0
90dea399-c04f-488a-a3b9-1fb82134120e,Paul Cotter,ACT,73,206,L,F,C,43,2022,VGK,4,1,0,2,4,7,1,1,9,2,0,1,0,0,0.0
a9184145-73f9-47f3-a9b9-8c915c5f1377,William Karlsson,ACT,73,189,L,F,C,71,2014,ANA,18,2,1,1,2,24,8,15,14,9,7,6,80,84,48.8
a9184145-73f9-47f3-a9b9-8c915c5f1377,William Karlsson,ACT,73,189,L,F,C,71,2015,CBJ,81,9,11,3,6,108,33,38,40,21,42,48,416,493,45.8
a9184145-73f9-47f3-a9b9-8c915c5f1377,William Karlsson,ACT,73,189,L,F,C,71,2016,CBJ,81,6,19,4,10,96,39,34,35,20,33,24,435,525,45.3
a9184145-73f9-47f3-a9b9-8c915c5f1377,William Karlsson,ACT,73,189,L,F,C,71,2017,VGK,82,43,35,6,12,184,59,79,48,46,78,45,402,435,48.0
a9184145-73f9-47f3-a9b9-8c915c5f1377,William Karlsson,ACT,73,189,L,F,C,71,2018,VGK,82,24,32,8,16,169,72,75,51,41,73,55,588,646,47.6
a9184145-73f9-47f3-a9b9-8c915c5f1377,William Karlsson,ACT,73,189,L,F,C,71,2019,VGK,63,15,31,4,16,138,58,55,40,37,54,38,491,455,51.9
a9184145-73f9-47f3-a9b9-8c915c5f1377,William Karlsson,ACT,73,189,L,F,C,71,2020,VGK,56,14,25,2,4,111,52,35,29,15,30,29,518,441,54.0
a9184145-73f9-47f3-a9b9-8c915c5f1377,William Karlsson,ACT,73,189,L,F,C,71,2021,VGK,67,12,23,5,10,135,45,57,42,34,44,42,508,475,51.7
a9184145-73f9-47f3-a9b9-8c915c5f1377,William Karlsson,ACT,73,189,L,F,C,71,2022,VGK,8,3,2,1,2,12,6,8,4,3,3,7,56,47,54.4
aa0ef29e-9f7a-4331-81c4-67e0e3d480fa,William Carrier,ACT,74,218,L,F,LW,28,2013,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
aa0ef29e-9f7a-4331-81c4-67e0e3d480fa,William Carrier,ACT,74,218,L,F,LW,28,2016,BUF,41,5,3,9,21,50,7,15,112,10,8,10,1,1,50.0
aa0ef29e-9f7a-4331-81c4-67e0e3d480fa,William Carrier,ACT,74,218,L,F,LW,28,2017,VGK,37,1,2,8,19,52,16,25,113,6,15,10,0,0,0.0
aa0ef29e-9f7a-4331-81c4-67e0e3d480fa,William Carrier,ACT,74,218,L,F,LW,28,2018,VGK,54,8,1,13,29,85,26,23,277,10,31,13,0,0,0.0
aa0ef29e-9f7a-4331-81c4-67e0e3d480fa,William Carrier,ACT,74,218,L,F,LW,28,2019,VGK,71,7,12,18,39,99,27,32,213,8,22,11,9,5,64.3
aa0ef29e-9f7a-4331-81c4-67e0e3d480fa,William Carrier,ACT,74,218,L,F,LW,28,2020,VGK,52,6,9,8,16,65,18,20,131,9,12,13,3,5,37.5
