game_id,home_team_alias,home_team,away_team_alias,away_team,date,time_zone
f18c5378-7ac9-4345-8f43-0f546c20ade0,TB,Tampa Bay Lightning,CBJ,Columbus Blue Jackets,2022-12-16T00:00:00Z,US/Eastern
f5faf73f-3d28-4c5c-869e-fa445cc04860,WPG,Winnipeg Jets,NSH,Nashville Predators,2022-12-16T01:00:00Z,US/Central
bd7dc395-bdb2-4fa6-91f2-031b250d66dd,CHI,Chicago Blackhawks,VGK,Vegas Golden Knights,2022-12-16T01:30:00Z,US/Central
25b0fade-7db0-4c7a-b2fe-2359758b9e47,EDM,Edmonton Oilers,STL,St. Louis Blues,2022-12-16T02:00:00Z,US/Mountain
9300f652-f146-4549-8a4b-97a0fda1705c,COL,Colorado Avalanche,BUF,Buffalo Sabres,2022-12-16T02:00:00Z,US/Mountain
55e3d21c-75ba-4b85-a89a-c8858df5d916,MIN,Minnesota Wild,CHI,Chicago Blackhawks,2022-12-17T01:00:00Z,US/Central
6ac2b301-c10d-4baa-921a-d2bffe42032e,CGY,Calgary Flames,STL,St. Louis Blues,2022-12-17T02:00:00Z,US/Mountain
373b14aa-4625-439a-8920-eb18df9b18a3,ARI,Arizona Coyotes,NYI,New York Islanders,2022-12-17T02:30:00Z,US/Mountain
118a4100-296e-43e8-ad6b-91799947f0eb,BOS,Boston Bruins,CBJ,Columbus Blue Jackets,2022-12-17T18:00:00Z,US/Eastern
3e688c01-0cb9-462a-9c35-4d1a30d4316f,DET,Detroit Red Wings,OTT,Ottawa Senators,2022-12-17T18:00:00Z,US/Eastern
a9bf9300-88e1-4701-a176-99d47358f379,EDM,Edmonton Oilers,ANA,Anaheim Ducks,2022-12-17T21:00:00Z,US/Mountain
00a030be-f229-404c-bad1-a182ec738927,CAR,Carolina Hurricanes,DAL,Dallas Stars,2022-12-18T00:00:00Z,US/Eastern
56710834-47a9-4b96-aba2-1772c064d8da,PHI,Philadelphia Flyers,NYR,New York Rangers,2022-12-18T00:00:00Z,US/Eastern
d5c094d1-c8ca-415d-87a6-b8144a71a0f9,MTL,Montreal Canadiens,TB,Tampa Bay Lightning,2022-12-18T00:00:00Z,US/Eastern
e06102db-b9c0-4b3d-ae42-7a03dab04fba,WSH,Washington Capitals,TOR,Toronto Maple Leafs,2022-12-18T00:00:00Z,US/Eastern
9dae6e0c-2974-41a1-a785-4eada46fafdb,NJ,New Jersey Devils,FLA,Florida Panthers,2022-12-18T00:30:00Z,US/Eastern
8f754b48-71fc-46f8-9c85-ed48e82473c5,ARI,Arizona Coyotes,BUF,Buffalo Sabres,2022-12-18T02:00:00Z,US/Mountain
cf8f73c8-b191-49b9-a7c2-1fda98f3339b,COL,Colorado Avalanche,NSH,Nashville Predators,2022-12-18T02:00:00Z,US/Mountain
853f0b98-e0cb-4264-9857-1ba457e506df,VAN,Vancouver Canucks,WPG,Winnipeg Jets,2022-12-18T03:00:00Z,US/Pacific
b449a27e-792b-409b-9a2f-be97e4b78df7,VGK,Vegas Golden Knights,NYI,New York Islanders,2022-12-18T03:00:00Z,US/Pacific
b919feb3-66ae-4145-8fad-014347513aed,LA,Los Angeles Kings,SJ,San Jose Sharks,2022-12-18T03:30:00Z,US/Pacific
f7b3d55b-6fb0-4acd-b8b0-589f73648d37,MIN,Minnesota Wild,OTT,Ottawa Senators,2022-12-18T19:00:00Z,US/Central
dbdb820a-b93d-4ed4-82b8-e86f7ea38252,CAR,Carolina Hurricanes,PIT,Pittsburgh Penguins,2022-12-18T22:00:00Z,US/Eastern
cc7dfcc6-a486-4e67-b276-efc82be8400f,CHI,Chicago Blackhawks,NYR,New York Rangers,2022-12-19T00:30:00Z,US/Central
b0d07ca6-0614-4988-86e7-37274d9e6e81,SEA,Seattle Kraken,WPG,Winnipeg Jets,2022-12-19T01:00:00Z,US/Pacific
5e68a4b0-c81f-4c8c-bb94-58179d6f20cb,SJ,San Jose Sharks,CGY,Calgary Flames,2022-12-19T03:00:00Z,US/Pacific
952359e8-0666-4334-b01c-f7721926bbf6,CBJ,Columbus Blue Jackets,DAL,Dallas Stars,2022-12-20T00:00:00Z,US/Eastern
db0a34f6-2b84-44e1-921a-64e08dd1557c,WSH,Washington Capitals,DET,Detroit Red Wings,2022-12-20T00:00:00Z,US/Eastern
df39e890-1fc3-4e5c-baf0-3ef59b3722d6,BOS,Boston Bruins,FLA,Florida Panthers,2022-12-20T00:00:00Z,US/Eastern
fae25e38-c210-4910-9a88-33be96766e6b,NSH,Nashville Predators,EDM,Edmonton Oilers,2022-12-20T01:00:00Z,US/Central
04653f3b-e348-443a-a738-89698e5078a2,COL,Colorado Avalanche,NYI,New York Islanders,2022-12-20T02:00:00Z,US/Mountain
775d136a-d34c-41c3-a906-53561f257443,VGK,Vegas Golden Knights,BUF,Buffalo Sabres,2022-12-20T03:00:00Z,US/Pacific
e30615d2-0d68-4b89-863a-7bd3fa5f5439,ARI,Arizona Coyotes,MTL,Montreal Canadiens,2022-12-20T03:00:00Z,US/Mountain
fd3d3843-06a9-418c-b508-861f0b2eb6ae,VAN,Vancouver Canucks,STL,St. Louis Blues,2022-12-20T03:30:00Z,US/Pacific
258210c3-49ab-48ef-820a-c749fcf59605,PIT,Pittsburgh Penguins,NYR,New York Rangers,2022-12-21T00:00:00Z,US/Eastern
307657f9-f319-4b60-a842-b4ec7357da3c,PHI,Philadelphia Flyers,CBJ,Columbus Blue Jackets,2022-12-21T00:00:00Z,US/Eastern
53348eda-cf36-4e2e-95df-3c6f3e01c7aa,TOR,Toronto Maple Leafs,TB,Tampa Bay Lightning,2022-12-21T00:00:00Z,US/Eastern
ed8b5e39-9b58-4309-bf26-ee1b3128d092,CAR,Carolina Hurricanes,NJ,New Jersey Devils,2022-12-21T00:00:00Z,US/Eastern
9100829c-fc06-4ffd-b28d-61eaf4ee03b4,WPG,Winnipeg Jets,OTT,Ottawa Senators,2022-12-21T01:00:00Z,US/Central
54a91ed2-9baa-47a3-b15a-b3c3bd54e842,SEA,Seattle Kraken,STL,St. Louis Blues,2022-12-21T03:00:00Z,US/Pacific
484be428-abf0-4a17-85df-b5159eed24c5,LA,Los Angeles Kings,ANA,Anaheim Ducks,2022-12-21T03:30:00Z,US/Pacific
e3ee50e4-f658-407b-9e53-86ccf4f1bd88,SJ,San Jose Sharks,CGY,Calgary Flames,2022-12-21T03:30:00Z,US/Pacific
a0455db6-a880-4a79-824b-231134c73348,FLA,Florida Panthers,NJ,New Jersey Devils,2022-12-22T00:00:00Z,US/Eastern
c5f6c1f9-bddb-4319-acb7-5e3ac06d5238,DET,Detroit Red Wings,TB,Tampa Bay Lightning,2022-12-22T00:00:00Z,US/Eastern
31f02219-07f3-41e9-8dd9-0097ea504b70,COL,Colorado Avalanche,MTL,Montreal Canadiens,2022-12-22T01:00:00Z,US/Mountain
e521ed0d-da39-4299-8a41-b076149e866f,CHI,Chicago Blackhawks,NSH,Nashville Predators,2022-12-22T01:30:00Z,US/Central
3c3bf46d-132d-48df-99c3-281f01ccf909,DAL,Dallas Stars,EDM,Edmonton Oilers,2022-12-22T02:30:00Z,US/Central
8b918a6c-a34b-4e86-be4c-6d6de32ad458,VGK,Vegas Golden Knights,ARI,Arizona Coyotes,2022-12-22T03:00:00Z,US/Pacific
d9e375ae-a30e-45da-b4fb-83778ed90948,ANA,Anaheim Ducks,MIN,Minnesota Wild,2022-12-22T03:00:00Z,US/Pacific
e90dbe5a-f5bf-4b63-b4ff-c26f2a4f056b,TOR,Toronto Maple Leafs,PHI,Philadelphia Flyers,2022-12-22T19:00:00Z,US/Eastern
30e24778-debb-46f6-9447-4ea7e924e8a4,NYR,New York Rangers,NYI,New York Islanders,2022-12-23T00:00:00Z,US/Eastern
5435ef99-ff62-446d-a371-f97dfcedd9ba,PIT,Pittsburgh Penguins,CAR,Carolina Hurricanes,2022-12-23T00:00:00Z,US/Eastern
5994175a-6b7c-4618-a9c0-e16ad1f2be2d,BOS,Boston Bruins,WPG,Winnipeg Jets,2022-12-23T00:00:00Z,US/Eastern
77aa05b8-dde1-4f9e-91fa-fe73336f9ee6,OTT,Ottawa Senators,WSH,Washington Capitals,2022-12-23T00:00:00Z,US/Eastern
22acad5b-98cf-45ae-846f-7084ceacc3bc,VAN,Vancouver Canucks,SEA,Seattle Kraken,2022-12-23T03:00:00Z,US/Pacific
7198bfc9-1953-4b49-8f38-7ee32eb5bf1c,SJ,San Jose Sharks,MIN,Minnesota Wild,2022-12-23T03:30:00Z,US/Pacific
9d52e070-8fb2-4434-978c-7d15c247fc85,LA,Los Angeles Kings,CGY,Calgary Flames,2022-12-23T03:30:00Z,US/Pacific
90a453f9-c055-4832-a5d5-556cab68024c,OTT,Ottawa Senators,DET,Detroit Red Wings,2022-12-24T00:00:00Z,US/Eastern
b4c398ea-91ec-4bfd-bd3c-5e557cab5f08,CAR,Carolina Hurricanes,PHI,Philadelphia Flyers,2022-12-24T00:00:00Z,US/Eastern
c30d909c-1a30-4432-a21b-d155b0a1da1a,BUF,Buffalo Sabres,TB,Tampa Bay Lightning,2022-12-24T00:00:00Z,US/Eastern
c7ed57b1-484b-421d-8cb6-037f4be3546d,WSH,Washington Capitals,WPG,Winnipeg Jets,2022-12-24T00:00:00Z,US/Eastern
dd430a79-6c01-4bf0-b886-debb82875c20,NJ,New Jersey Devils,BOS,Boston Bruins,2022-12-24T00:00:00Z,US/Eastern
04ec1aee-63c8-4bc5-bdcd-655d0dc4b0b4,NYI,New York Islanders,FLA,Florida Panthers,2022-12-24T00:30:00Z,US/Eastern
84f23f58-bd79-4985-993f-e21ec6e18d4a,NSH,Nashville Predators,COL,Colorado Avalanche,2022-12-24T01:00:00Z,US/Central
713db8a1-6700-4816-93ed-9240f09ae487,DAL,Dallas Stars,MTL,Montreal Canadiens,2022-12-24T01:30:00Z,US/Central
943b19b8-ed25-4f85-92ef-9c1d7aa7b8c1,CHI,Chicago Blackhawks,CBJ,Columbus Blue Jackets,2022-12-24T01:30:00Z,US/Central
2672c4c6-10c7-4fc9-9f0a-d0b29efbab64,EDM,Edmonton Oilers,VAN,Vancouver Canucks,2022-12-24T02:00:00Z,US/Mountain
41d08705-f75b-47bf-8a3a-b0e19444075b,ARI,Arizona Coyotes,LA,Los Angeles Kings,2022-12-24T02:30:00Z,US/Mountain
a0fc8c69-9288-4ec4-bd49-79f0d603d2ba,VGK,Vegas Golden Knights,STL,St. Louis Blues,2022-12-24T03:00:00Z,US/Pacific
93dc16e0-ee05-431a-ab20-cd8b55d98cd5,ANA,Anaheim Ducks,CGY,Calgary Flames,2022-12-24T03:30:00Z,US/Pacific
20707439-1a62-4664-b7ea-f0741a249c74,CAR,Carolina Hurricanes,CHI,Chicago Blackhawks,2022-12-28T00:00:00Z,US/Eastern
35af0bee-7084-4808-96fb-f0f51360ee96,NYR,New York Rangers,WSH,Washington Capitals,2022-12-28T00:00:00Z,US/Eastern
3ff72d90-377a-4466-864d-59c93d916191,OTT,Ottawa Senators,BOS,Boston Bruins,2022-12-28T00:00:00Z,US/Eastern
8555d085-30bb-4bd1-95a7-b913520aa242,NYI,New York Islanders,PIT,Pittsburgh Penguins,2022-12-28T00:30:00Z,US/Eastern
9a25d875-3775-4026-a180-2089ecdd118f,CBJ,Columbus Blue Jackets,BUF,Buffalo Sabres,2022-12-28T00:30:00Z,US/Eastern
094343de-89e7-4108-83d7-c92aa134e602,STL,St. Louis Blues,TOR,Toronto Maple Leafs,2022-12-28T01:00:00Z,US/Central
c67e894f-f22c-4682-9662-c5a24722d9d7,NSH,Nashville Predators,DAL,Dallas Stars,2022-12-28T01:00:00Z,US/Central
f645fb6a-8d86-4909-a23f-ecb051624fe1,WPG,Winnipeg Jets,MIN,Minnesota Wild,2022-12-28T01:00:00Z,US/Central
8828664f-e7d7-4857-a363-aa99f766c6fe,ARI,Arizona Coyotes,COL,Colorado Avalanche,2022-12-28T02:00:00Z,US/Mountain
d32ba9db-daa3-4fa8-a54f-0bf1b2c9ba0f,CGY,Calgary Flames,EDM,Edmonton Oilers,2022-12-28T02:00:00Z,US/Mountain
4b403713-235e-44ab-94bd-508856cb8ba7,VAN,Vancouver Canucks,SJ,San Jose Sharks,2022-12-28T03:00:00Z,US/Pacific
f18303e6-8474-443e-b63d-079ba8141be9,LA,Los Angeles Kings,VGK,Vegas Golden Knights,2022-12-28T03:30:00Z,US/Pacific
b19f1f32-a34c-4349-96ed-502e8476372b,TB,Tampa Bay Lightning,MTL,Montreal Canadiens,2022-12-29T00:00:00Z,US/Eastern
e9031458-9c90-44ee-ac34-1979f1068f55,NJ,New Jersey Devils,BOS,Boston Bruins,2022-12-29T00:00:00Z,US/Eastern
cb5324ef-ba7e-45a4-85ca-2b453bf17ce5,PIT,Pittsburgh Penguins,DET,Detroit Red Wings,2022-12-29T00:30:00Z,US/Eastern
0bc9ad2b-5685-4bbe-8fbb-0fa2b2a7d74e,SEA,Seattle Kraken,CGY,Calgary Flames,2022-12-29T03:00:00Z,US/Pacific
f7cd26f4-b89f-45ce-b61e-c0fdcfc0856e,ANA,Anaheim Ducks,VGK,Vegas Golden Knights,2022-12-29T03:00:00Z,US/Pacific
325f96fc-649f-487b-a968-34e06798da72,WSH,Washington Capitals,OTT,Ottawa Senators,2022-12-30T00:00:00Z,US/Eastern
34455e36-4e66-488a-b59a-42b96a489650,FLA,Florida Panthers,MTL,Montreal Canadiens,2022-12-30T00:00:00Z,US/Eastern
3936067c-b5d7-4bd5-b148-ebafccc722af,BUF,Buffalo Sabres,DET,Detroit Red Wings,2022-12-30T00:00:00Z,US/Eastern
ed4cd5cb-eeff-4222-bfc4-6d682f13d13f,TB,Tampa Bay Lightning,NYR,New York Rangers,2022-12-30T00:00:00Z,US/Eastern
ba35f733-8891-4542-be1d-983db4ba3d7f,NYI,New York Islanders,CBJ,Columbus Blue Jackets,2022-12-30T00:30:00Z,US/Eastern
16b059c8-2298-4289-8be6-06e029581ce1,STL,St. Louis Blues,CHI,Chicago Blackhawks,2022-12-30T01:00:00Z,US/Central
44363d50-5202-4d2c-bc0f-ad73000f30ce,MIN,Minnesota Wild,DAL,Dallas Stars,2022-12-30T01:00:00Z,US/Central
f8154ee9-53ed-4b3f-813e-7af49813ea1c,WPG,Winnipeg Jets,VAN,Vancouver Canucks,2022-12-30T01:00:00Z,US/Central
3a95eb91-37c1-4adb-88a5-7010606a4d46,COL,Colorado Avalanche,LA,Los Angeles Kings,2022-12-30T02:00:00Z,US/Mountain
7b0cd57b-b859-4fe6-ad3d-aab40e0cc6fd,ARI,Arizona Coyotes,TOR,Toronto Maple Leafs,2022-12-30T02:00:00Z,US/Mountain
332d81c2-3619-4632-9f16-ec2e669d03e8,SJ,San Jose Sharks,PHI,Philadelphia Flyers,2022-12-30T03:30:00Z,US/Pacific
683aad83-fe8d-41fd-88ea-fad7056de2e3,ANA,Anaheim Ducks,NSH,Nashville Predators,2022-12-30T22:00:00Z,US/Pacific
de0008b2-8324-4ec3-85d2-6f6a7b149801,PIT,Pittsburgh Penguins,NJ,New Jersey Devils,2022-12-31T00:00:00Z,US/Eastern
dcd140e5-7cc0-4a46-9990-0f5940ad12c0,CAR,Carolina Hurricanes,FLA,Florida Panthers,2022-12-31T00:30:00Z,US/Eastern
d004f566-77cb-4f1f-a3d9-18dced7c4297,SEA,Seattle Kraken,EDM,Edmonton Oilers,2022-12-31T03:00:00Z,US/Pacific
5d2a64e3-6ec4-4020-9499-e2ea5e1717a2,BOS,Boston Bruins,BUF,Buffalo Sabres,2022-12-31T18:00:00Z,US/Eastern
496b0706-0036-42c3-aaf0-612993d7a08e,VGK,Vegas Golden Knights,NSH,Nashville Predators,2022-12-31T20:00:00Z,US/Pacific
749cd92d-4721-456a-ba40-6da2ba2b14c4,LA,Los Angeles Kings,PHI,Philadelphia Flyers,2022-12-31T21:00:00Z,US/Pacific
fd2274f4-2c0f-43ae-b7c0-78ff651d6744,WSH,Washington Capitals,MTL,Montreal Canadiens,2022-12-31T21:00:00Z,US/Eastern
c928f383-b462-486c-87ba-2218b0d2acc9,TB,Tampa Bay Lightning,ARI,Arizona Coyotes,2022-12-31T22:00:00Z,US/Eastern
5b979ba8-9ba0-4463-a74d-f5104d1cbe21,STL,St. Louis Blues,MIN,Minnesota Wild,2022-12-31T23:00:00Z,US/Central
01c26628-0f7e-4655-b59d-1c77660e72ae,COL,Colorado Avalanche,TOR,Toronto Maple Leafs,2023-01-01T00:00:00Z,US/Mountain
3fb757df-9fc1-4eb2-923b-6862c4889cd7,CBJ,Columbus Blue Jackets,CHI,Chicago Blackhawks,2023-01-01T00:00:00Z,US/Eastern
60cbe735-e592-489f-adf0-4bbe9bc251e4,DET,Detroit Red Wings,OTT,Ottawa Senators,2023-01-01T00:00:00Z,US/Eastern
db1fda5c-a2c8-4052-9126-c29d2146cf47,DAL,Dallas Stars,SJ,San Jose Sharks,2023-01-01T01:00:00Z,US/Central
675a4d3f-886f-4f0c-aeb4-2712482e9b66,CGY,Calgary Flames,VAN,Vancouver Canucks,2023-01-01T03:00:00Z,US/Mountain
96bfed87-eac4-40b7-9cb1-001ba7094144,EDM,Edmonton Oilers,WPG,Winnipeg Jets,2023-01-01T03:00:00Z,US/Mountain
0d6bbd95-4437-4e28-9361-730e5d9d3457,NJ,New Jersey Devils,CAR,Carolina Hurricanes,2023-01-01T20:00:00Z,US/Eastern
89009d47-4943-4f2c-aa67-daef1b44416f,FLA,Florida Panthers,NYR,New York Rangers,2023-01-01T22:00:00Z,US/Eastern
a5d5421a-0bb2-4ba4-bd29-7fdd637e422a,OTT,Ottawa Senators,BUF,Buffalo Sabres,2023-01-02T00:00:00Z,US/Eastern
fd8e88b2-f764-4c06-a81d-91a5c142e7a2,CHI,Chicago Blackhawks,SJ,San Jose Sharks,2023-01-02T00:00:00Z,US/Central
437e478c-1e8d-4c22-8398-fe5ac7f5e75e,SEA,Seattle Kraken,NYI,New York Islanders,2023-01-02T01:00:00Z,US/Pacific
7c7db2d1-6346-4d3d-86a6-1deb5ef65504,BOS,Boston Bruins,PIT,Pittsburgh Penguins,2023-01-02T19:00:00Z,US/Eastern
1fec4b15-55a8-40e2-bef4-2d3032eb42e1,COL,Colorado Avalanche,VGK,Vegas Golden Knights,2023-01-03T02:00:00Z,US/Mountain
357d7863-585b-46c2-8af9-a7ac8cc17b8c,ANA,Anaheim Ducks,PHI,Philadelphia Flyers,2023-01-03T03:00:00Z,US/Pacific
a718dc03-7902-4021-865e-c2ae50da8747,FLA,Florida Panthers,ARI,Arizona Coyotes,2023-01-04T00:00:00Z,US/Eastern
b6b12991-1b29-4bba-81fe-2e1318b43d6a,WSH,Washington Capitals,BUF,Buffalo Sabres,2023-01-04T00:00:00Z,US/Eastern
bcff5afa-d2e2-4d75-a6fd-c3f71cb08c65,NYR,New York Rangers,CAR,Carolina Hurricanes,2023-01-04T00:00:00Z,US/Eastern
c3299d19-524b-4230-b3ef-dc14dba6e467,TOR,Toronto Maple Leafs,STL,St. Louis Blues,2023-01-04T00:00:00Z,US/Eastern
ca5e062d-8db0-4c03-897c-f0b1579fecc0,OTT,Ottawa Senators,CBJ,Columbus Blue Jackets,2023-01-04T00:00:00Z,US/Eastern
85687cb3-b7d5-4404-8cbc-15065e45570f,NSH,Nashville Predators,MTL,Montreal Canadiens,2023-01-04T01:00:00Z,US/Central
9360f5ca-eb1a-4650-9e4b-1a8ab7a80d00,WPG,Winnipeg Jets,CGY,Calgary Flames,2023-01-04T01:00:00Z,US/Central
4c5b58f3-150d-4738-8065-b7b1fff5392c,CHI,Chicago Blackhawks,TB,Tampa Bay Lightning,2023-01-04T01:30:00Z,US/Central
988647a9-1289-419d-a56a-685f1c53c794,EDM,Edmonton Oilers,SEA,Seattle Kraken,2023-01-04T02:00:00Z,US/Mountain
d3c39014-e07f-4349-b02c-d3446a856291,VAN,Vancouver Canucks,NYI,New York Islanders,2023-01-04T03:00:00Z,US/Pacific
0633f8b4-5057-4a78-873b-1965a4c72e36,LA,Los Angeles Kings,DAL,Dallas Stars,2023-01-04T03:30:00Z,US/Pacific
1f69241e-af54-46ae-88e8-d21e4b52852f,DET,Detroit Red Wings,NJ,New Jersey Devils,2023-01-05T00:00:00Z,US/Eastern
9eb7aded-8859-496d-b372-90ca6c7edc91,MIN,Minnesota Wild,TB,Tampa Bay Lightning,2023-01-05T02:30:00Z,US/Central
caa90a01-9162-40bc-8269-a34749245229,ANA,Anaheim Ducks,DAL,Dallas Stars,2023-01-05T03:00:00Z,US/Pacific
1292fb31-e698-49cb-b487-69039eb9d7a6,CBJ,Columbus Blue Jackets,WSH,Washington Capitals,2023-01-06T00:00:00Z,US/Eastern
2b3892b1-9ade-45fd-a173-84e739a6ff3f,PHI,Philadelphia Flyers,ARI,Arizona Coyotes,2023-01-06T00:00:00Z,US/Eastern
32ac5ba3-6493-4a66-af0d-9dc372a318a1,CAR,Carolina Hurricanes,NSH,Nashville Predators,2023-01-06T00:00:00Z,US/Eastern
77e3c466-5973-4603-bdb7-5886ba484687,TOR,Toronto Maple Leafs,SEA,Seattle Kraken,2023-01-06T00:00:00Z,US/Eastern
c48eb13c-04f9-4c0b-bc5a-bd24fe8b5e35,NJ,New Jersey Devils,STL,St. Louis Blues,2023-01-06T00:00:00Z,US/Eastern
fce06073-0ad7-44af-bf7a-8a9cddf9acd5,MTL,Montreal Canadiens,NYR,New York Rangers,2023-01-06T00:00:00Z,US/Eastern
f1918cbe-9bea-4331-9086-451e2e1e86e7,EDM,Edmonton Oilers,NYI,New York Islanders,2023-01-06T02:00:00Z,US/Mountain
0a69a562-54f7-49d5-9f6c-04ff2ac84e20,VAN,Vancouver Canucks,COL,Colorado Avalanche,2023-01-06T03:00:00Z,US/Pacific
6c2730c3-a6f6-495d-be79-3003bd29a62e,VGK,Vegas Golden Knights,PIT,Pittsburgh Penguins,2023-01-06T03:00:00Z,US/Pacific
3a53a831-f618-482b-984e-30ca32995039,LA,Los Angeles Kings,BOS,Boston Bruins,2023-01-06T03:30:00Z,US/Pacific
1129e01a-d282-4039-828b-c85d4ce1d42b,WSH,Washington Capitals,NSH,Nashville Predators,2023-01-07T00:00:00Z,US/Eastern
d9b98d3a-e9a2-43c8-86c4-bb3571b1c6e6,DET,Detroit Red Wings,FLA,Florida Panthers,2023-01-07T00:00:00Z,US/Eastern
16de27aa-424d-4b43-9746-f5f505183394,WPG,Winnipeg Jets,TB,Tampa Bay Lightning,2023-01-07T01:00:00Z,US/Central
323bf4a7-531a-45a9-89ce-68105d7082c4,CHI,Chicago Blackhawks,ARI,Arizona Coyotes,2023-01-07T01:30:00Z,US/Central
f62d819a-89c5-41d3-98cc-7873ffae5fe6,CGY,Calgary Flames,NYI,New York Islanders,2023-01-07T02:00:00Z,US/Mountain
d7c01c31-54d2-4b90-848a-db9b3446b460,ANA,Anaheim Ducks,SJ,San Jose Sharks,2023-01-07T03:00:00Z,US/Pacific
5c13111d-e103-41da-837e-4ecaaa955606,NJ,New Jersey Devils,NYR,New York Rangers,2023-01-07T18:00:00Z,US/Eastern
c3b895fc-72e7-44b6-9668-d524ce69d163,CBJ,Columbus Blue Jackets,CAR,Carolina Hurricanes,2023-01-07T21:00:00Z,US/Eastern
05bd1645-12f4-4d35-adc6-edaee45faa91,OTT,Ottawa Senators,SEA,Seattle Kraken,2023-01-08T00:00:00Z,US/Eastern
52e26706-4547-4572-937f-5622f0ad0e6f,MTL,Montreal Canadiens,STL,St. Louis Blues,2023-01-08T00:00:00Z,US/Eastern
d8274149-2acd-4097-a0f7-ed1cd1c60c0b,BUF,Buffalo Sabres,MIN,Minnesota Wild,2023-01-08T00:00:00Z,US/Eastern
f5c2f0bf-4267-4d23-99ec-dabf4a215309,TOR,Toronto Maple Leafs,DET,Detroit Red Wings,2023-01-08T00:00:00Z,US/Eastern
12ce246e-0a22-4595-bac4-0ed73ef3b9d3,VGK,Vegas Golden Knights,LA,Los Angeles Kings,2023-01-08T03:00:00Z,US/Pacific
e356ef5d-d193-4631-981c-701c0be4c1cd,EDM,Edmonton Oilers,COL,Colorado Avalanche,2023-01-08T03:00:00Z,US/Mountain
06f6f538-c8b5-4aba-8224-17141542eb74,SJ,San Jose Sharks,BOS,Boston Bruins,2023-01-08T03:30:00Z,US/Pacific
497b3973-527a-4553-9291-9af6ff3c3db0,WPG,Winnipeg Jets,VAN,Vancouver Canucks,2023-01-08T20:00:00Z,US/Central
16bf0799-2ba5-4ea3-9858-8dfe4a1381f0,DAL,Dallas Stars,FLA,Florida Panthers,2023-01-08T20:30:00Z,US/Central
a81a161e-d2bd-446f-93a6-646e383ebecb,WSH,Washington Capitals,CBJ,Columbus Blue Jackets,2023-01-08T22:00:00Z,US/Eastern
473c06ea-869b-4796-beb2-ee690f3efaa5,CHI,Chicago Blackhawks,CGY,Calgary Flames,2023-01-09T00:00:00Z,US/Central
4c772f32-839c-4721-aa41-1dce8903d1f6,PHI,Philadelphia Flyers,TOR,Toronto Maple Leafs,2023-01-09T00:00:00Z,US/Eastern
733ebcb7-57fe-4b57-be15-5393dd96c18b,ARI,Arizona Coyotes,PIT,Pittsburgh Penguins,2023-01-09T00:00:00Z,US/Mountain
c17dc5ad-4adf-40e3-bd25-6bb641c1f095,MIN,Minnesota Wild,STL,St. Louis Blues,2023-01-09T00:00:00Z,US/Central
e3d2b4af-8305-44c1-9ec7-b7646af8f99e,ANA,Anaheim Ducks,BOS,Boston Bruins,2023-01-09T01:30:00Z,US/Pacific
7707ff20-b985-4737-b3b1-97477760468d,OTT,Ottawa Senators,NSH,Nashville Predators,2023-01-10T00:30:00Z,US/Eastern
cdf9ed1b-1e81-4d71-a341-1b2eb13a75da,MTL,Montreal Canadiens,SEA,Seattle Kraken,2023-01-10T00:30:00Z,US/Eastern
7114843e-5a67-4126-803b-cbab1bbc0356,LA,Los Angeles Kings,EDM,Edmonton Oilers,2023-01-10T03:30:00Z,US/Pacific
13fad69c-604b-4a46-b6e0-cb981e418f1f,NYR,New York Rangers,MIN,Minnesota Wild,2023-01-11T00:00:00Z,US/Eastern
16c9bbe5-09be-4ac8-a4c0-5e23188602ca,PIT,Pittsburgh Penguins,VAN,Vancouver Canucks,2023-01-11T00:00:00Z,US/Eastern
37aa00db-141c-4e3a-b86b-5175f7b28d29,TB,Tampa Bay Lightning,CBJ,Columbus Blue Jackets,2023-01-11T00:00:00Z,US/Eastern
6dfc10e5-ef21-46a5-ac00-7cbc92c1def0,DET,Detroit Red Wings,WPG,Winnipeg Jets,2023-01-11T00:00:00Z,US/Eastern
91686332-5239-4c15-af40-2d4940a5b53d,BUF,Buffalo Sabres,SEA,Seattle Kraken,2023-01-11T00:00:00Z,US/Eastern
f7f85c32-3b5c-45b1-8c7c-4b8254c2be6a,CAR,Carolina Hurricanes,NJ,New Jersey Devils,2023-01-11T00:00:00Z,US/Eastern
9106e5d4-fd00-4310-aa19-5fe109b1c21b,NYI,New York Islanders,DAL,Dallas Stars,2023-01-11T00:30:00Z,US/Eastern
5e3cdfb4-aa12-43e7-80c4-5c5ca7eb4d3f,STL,St. Louis Blues,CGY,Calgary Flames,2023-01-11T01:00:00Z,US/Central
6b3bd992-240d-45ba-8a91-949079b00a35,COL,Colorado Avalanche,FLA,Florida Panthers,2023-01-11T02:00:00Z,US/Mountain
9828f15c-29e3-48a8-ae1c-efb86e267d73,ARI,Arizona Coyotes,SJ,San Jose Sharks,2023-01-11T02:30:00Z,US/Mountain
2288533b-d69e-4995-927e-00ebbd9611d7,PHI,Philadelphia Flyers,WSH,Washington Capitals,2023-01-12T00:00:00Z,US/Eastern
a197a399-1c8e-47f3-b489-2d6f6a2341e5,TOR,Toronto Maple Leafs,NSH,Nashville Predators,2023-01-12T00:30:00Z,US/Eastern
