id,name,alias,conference,conference_alias,division,division_alias,player_id_list
4416272f-0f24-11e2-8525-18a905767e44,Blackhawks,CHI,WESTERN CONFERENCE,WESTERN,Central,CENTRAL,"['02e4f5ea-5832-4577-953d-3ad73e64e0e0', '3094237f-be44-4c78-b134-5c95e58252df', '3524a3bf-d6dc-4a9b-9376-caf5a459aff3', '3a968f53-bca1-4e4a-9f59-a59ee47bf3b3', '41f16295-352c-4b37-ae82-330cfc1fc970', '428279e7-0f24-11e2-8525-18a905767e44', '42c1928c-0f24-11e2-8525-18a905767e44', '42c33e34-0f24-11e2-8525-18a905767e44', '4310c78d-0f24-11e2-8525-18a905767e44', '4c7dc8da-7b5d-4eb2-a2b8-301f74edf88f', '573e9cc9-0e8e-4cf6-8555-2effbec6751f', '5964e147-bcea-44c4-9629-1eb1331cfc5b', '5aa01db9-9662-4a89-800e-7d3663147c30', '5ef29b5d-51d0-4957-8943-e00db7ab56be', '61420e61-bfaf-4437-8276-03b5b0aa78f4', '782dd645-950f-491a-9493-2106348ec1e5', '879af438-9187-41fe-b54d-1a203ff3be88', '9e856a06-e817-11e2-a133-f4ce4684ea4c', 'ad6914be-5179-43a5-8960-2ec2a6d30486', 'b8aeaff3-6f9f-458c-b2a7-d6e7e33754e8', 'c140dfc0-9bf3-42b3-ac83-1b489e6be04f', 'dcc42b2c-66dd-49e0-a474-95d3d1856eda', 'e45b50f3-8cef-46e5-8b9a-4d0cdcdd343d', 'e80e9320-e1d3-48e7-9821-16941d12179f', 'f3d2704c-e1aa-4962-abf6-3499f3ba0ef5']"
44180e55-0f24-11e2-8525-18a905767e44,Jets,WPG,WESTERN CONFERENCE,WESTERN,Central,CENTRAL,"['093d026c-e78b-4666-9cdd-f5f2352843df', '2c4bc234-569e-47f3-b405-6a0f8b4d7790', '2f531d0d-7a95-4f5d-93b2-ee248133e1bd', '416485a7-f978-4189-8d7e-c2a55b823d3c', '42976da2-0f24-11e2-8525-18a905767e44', '42ae4eb8-0f24-11e2-8525-18a905767e44', '435312d6-0f24-11e2-8525-18a905767e44', '4355ab9b-0f24-11e2-8525-18a905767e44', '677c3651-f73b-4fbf-9a71-f6f16874617d', '7cd24817-f89e-49c0-9f77-364098df5c18', '7df1d7ca-595b-4b38-98dc-580bd55f076c', '7fa5b22b-b106-45aa-89d1-02861c739aa7', '8b4770d6-24c5-42a4-bcd1-7bd402dbe89d', '95b8dfec-e625-4beb-a45b-3b8c7e9d70bc', '98e2d72f-3bdd-4526-9d25-f109b522088c', 'acfe0b15-6c8d-47cf-b78e-6811ed65a8bb', 'ae16bfdc-77e0-4465-973f-7eba0214c882', 'cea7ffc4-f1f2-42c1-91d0-457bc34bfdb9', 'e0f9430d-f5a8-4cac-9dc0-65d90e8769a6', 'e3fd52a7-fa54-4d80-901f-300b9cfb44e2', 'e6fc4e06-9c16-11e2-a01b-f4ce4684ea4c', 'ea1f39d7-3d60-4dd9-a015-d41e8eb6622d', 'f2199da5-dad6-46f8-9e9a-81b1c6d33db5', 'f2d03d98-f350-42c3-bbd3-cd6d704a0401']"
4416091c-0f24-11e2-8525-18a905767e44,Wild,MIN,WESTERN CONFERENCE,WESTERN,Central,CENTRAL,"['03057f04-674c-11e2-9e6b-f4ce4684ea4c', '083b38d0-e413-4582-ae06-a605676743b2', '0cc207c2-d69d-4c56-acbb-3cd9fa01321c', '1abfba51-895e-408f-8ff9-83eb301e38c7', '1ecfe8d4-c313-4538-bfee-b56d13976e2e', '3c3e6db2-2d53-4bd0-9a36-f70f0b5dbd61', '4297d52c-0f24-11e2-8525-18a905767e44', '42bde59f-0f24-11e2-8525-18a905767e44', '433057ff-0f24-11e2-8525-18a905767e44', '4343c158-0f24-11e2-8525-18a905767e44', '436ad49d-0f24-11e2-8525-18a905767e44', '4546b88a-cd54-463f-8f51-e3206bd9ad6f', '504e1497-33ee-4e3b-8d90-dbe1ac8ff0ce', '5201d436-3334-4c70-983b-738fee2289b2', '561ebae2-f93e-414e-a269-94b712ce63f8', '95d0bd56-e005-4545-905c-13e2227d89e8', '9c3cd0d9-87bb-4000-8830-927325358ed0', 'b238e6fe-2af6-4841-82a2-c50e67b8a530', 'cc0989a6-6582-4ea3-91ca-2bf78c5fb26a', 'cd796a70-f921-4c9e-a4d6-e9b13d6e0d86', 'd30b3e05-3cb7-42cc-b035-96280637e4cc', 'f043ae44-62a0-11e2-9e6b-f4ce4684ea4c', 'f45ba48c-36a4-4556-8532-3f23953d3d98', 'fa337f93-f476-4a95-a4d4-ccfbe5546045']"
441643b7-0f24-11e2-8525-18a905767e44,Predators,NSH,WESTERN CONFERENCE,WESTERN,Central,CENTRAL,"['2607ac36-6198-11e2-9e6b-f4ce4684ea4c', '2913c02c-f4bf-4ad4-ba88-c3380e15e4ae', '34290152-3e37-43dd-baa6-4dbf8bed0238', '3567510e-daff-48ba-8789-58a042a16ad8', '36f08078-8d07-431a-b8cf-6854c9cde048', '37a658e2-669a-4a02-abbf-1e4bebf293e2', '42a64a72-0f24-11e2-8525-18a905767e44', '42ccad02-0f24-11e2-8525-18a905767e44', '42cd5bc5-0f24-11e2-8525-18a905767e44', '4327f191-0f24-11e2-8525-18a905767e44', '4331fd3b-0f24-11e2-8525-18a905767e44', '4e61366d-c43e-4716-8b86-a136a0f2a786', '62a430e0-e3f4-458e-80b6-514f0bea84cb', '694b27d1-3dd2-4e30-bc5f-566026d5a67a', '6b66f634-a55b-11e2-a01b-f4ce4684ea4c', '6cf98ca2-1f6b-42fe-8655-93908df36c7b', '85eb0b12-69b6-4069-9538-1aa6553ee315', '949f2a71-380a-4893-8f7e-994ef19f5170', 'ba3362da-438e-404a-b5ac-3c41ae71330d', 'c8ab94f6-42f3-47d6-99c7-d2445fe2abf9', 'cd86a6c9-866d-4672-9d77-0c3d2b4f8745', 'dada6a5d-c02f-4aad-b337-fd4c99f94fe5', 'df87b465-825e-4810-b31b-baa59bd211af']"
441660ea-0f24-11e2-8525-18a905767e44,Blues,STL,WESTERN CONFERENCE,WESTERN,Central,CENTRAL,"['03389a55-0296-47d3-a0e2-ae0f848cf7cf', '2777030d-6d3c-47f0-92ea-1849f82219c0', '2afe3d22-7825-4549-a60f-083abcb438d2', '3c40590c-a917-4b17-8893-886524e10803', '3e950b2f-f3b8-4057-aa52-5914b4907872', '4292254e-0f24-11e2-8525-18a905767e44', '42a7410a-0f24-11e2-8525-18a905767e44', '42bda0cb-0f24-11e2-8525-18a905767e44', '42c2d636-0f24-11e2-8525-18a905767e44', '42c50977-0f24-11e2-8525-18a905767e44', '4335a201-0f24-11e2-8525-18a905767e44', '4341950f-0f24-11e2-8525-18a905767e44', '435e0b97-0f24-11e2-8525-18a905767e44', '436f36e3-0f24-11e2-8525-18a905767e44', '4a5a7feb-5f4e-11e2-9e6b-f4ce4684ea4c', '58f4e5f9-6811-48b7-b180-02a433ebf1a3', '65071e7e-2846-4203-8be0-b5ef38b20a5f', '869917c1-faa3-499f-8840-64476e6a2ef6', '8c8c5fd6-272e-4c17-ae32-2e3d8e5a1aa8', '980e99c0-1591-4323-8b15-b444cb3ff5f4', '9f09aaec-5be3-49b7-8a77-629e22070e2a', 'bd8689f2-2ddf-46b3-ad9b-7ed119336ba7', 'ce2226dc-4b76-4b3c-ac9b-095a2e1255d7', 'd96cb600-d2a7-4287-a757-ef35812e8389', 'f62d7b0c-7e8c-43e9-bc1f-88517f1f0e5d', 'f997ad4a-b491-4dbd-be40-4c449e44ce9f']"
44153da1-0f24-11e2-8525-18a905767e44,Coyotes,ARI,WESTERN CONFERENCE,WESTERN,Central,CENTRAL,"['00cc69f0-afdf-4259-8712-2bcb6ca1d12f', '08b63917-0279-43b9-b915-0f0a80b44115', '0c3fb7af-5ca4-45cf-8d94-d50f38ef8c52', '0cc9c63a-203b-4f1c-ae6b-94ce4a981f3c', '24a3f958-3b39-4ea8-b390-0e6c9e72bf91', '319390d8-f13f-4b19-b5a2-7226b0ceef3b', '32403f6b-9cab-11e2-a01b-f4ce4684ea4c', '4354706b-0f24-11e2-8525-18a905767e44', '436a6c0e-0f24-11e2-8525-18a905767e44', '439d6194-0240-47f0-aead-9a74bf971824', '442a8288-5693-450c-a3f3-8b12bef7b90f', '45480fac-8d91-48dd-88b4-5afe5a921bf5', '518be539-a589-49a9-a801-c1b360164d1d', '6981a907-8e85-4506-8f53-74879c8ce1ee', '6a4577cd-013b-4d4c-b35a-87f581a0f98e', '8a030e5d-d0a3-4695-8d73-73370fa094a8', '8bfb6025-5aae-4654-8a67-d836b2739283', '97da28ec-1fd6-4d66-814c-3cc6d13e4a28', '9b9f4756-03ea-416f-b48f-bce8ad6ff3a7', 'a9695f86-c215-4d21-95b3-005aef49ad0c', 'bf30bab4-e024-4038-9fa6-532023216934', 'd8099c30-1c1e-4c66-abbd-7d9de11ba05f', 'e44a526e-a381-4607-983f-1c40ce49b277', 'e8ac699d-9b5f-4893-9a48-a4ae0f06bcd2', 'f09e6fc9-c037-4985-a9e2-9146e61eeecb']"
44179d47-0f24-11e2-8525-18a905767e44,Flyers,PHI,EASTERN CONFERENCE,EASTERN,Metropolitan,METROPOLITAN,"['0a56cb1f-c5eb-45ea-bd4b-393b33dd1ae3', '104295a8-ec3a-46c2-bd03-b252d119a5b7', '132f1126-fd1c-41fb-b380-d28e63c64172', '1d339fdc-ebbd-4d29-8c63-d19ee90cb7fa', '1e7bc5f5-2f34-4940-abab-8bc1f90ea86e', '1f25a775-b726-4fc6-8275-2271320994cc', '20b015a3-fc59-475f-a641-999da54d6b77', '2973ef34-57b8-4abd-9d31-cb44b0c3bc68', '2c7ee210-6e8d-4a01-b757-a5b8fde14f65', '4281840a-0f24-11e2-8525-18a905767e44', '429023fe-0f24-11e2-8525-18a905767e44', '4334ad68-0f24-11e2-8525-18a905767e44', '4337ce91-0f24-11e2-8525-18a905767e44', '436d74ac-0f24-11e2-8525-18a905767e44', '4512f2eb-e58f-4156-ac4f-e186b9c7171c', '516869ed-618c-11e2-9e6b-f4ce4684ea4c', '55ef6577-b851-41ea-b8fc-dc89749a2ea6', '5cc3cbb7-619c-466b-a845-fdce5d0c403d', '70b8e423-58b3-492d-8a8b-2c6f97859c0e', '71a1c056-e3fc-4b5f-b0f3-d75837560889', '7f5694e7-061a-4849-aa30-10b40689e0fd', '9d563de3-c77f-4b9d-a570-77d1a8049569', 'cdab3dfb-0088-40b3-9613-2b8f38fc0103', 'cf353bab-2a2b-4ba3-8db9-094dcde457bc', 'd31f8b5a-2cdc-4728-b2e9-1b95279d7c6a', 'e46b3a2b-0afb-476e-a6cd-e91b9edcc80a', 'e607c18c-6de1-4b59-b9f4-108e6a08fd36', 'ef53d8d0-cf69-4546-b515-a3d0854e154d']"
44182a9d-0f24-11e2-8525-18a905767e44,Hurricanes,CAR,EASTERN CONFERENCE,EASTERN,Metropolitan,METROPOLITAN,"['03548fbd-cba9-4287-b585-1cedf431f008', '14013282-8ec7-401f-a0a1-46132923b623', '1c2b97cc-ca8c-4cf1-941e-d543a0acba2b', '21050a80-e999-47ee-825d-074608dae259', '2944b06b-c6ba-4797-a21e-901a404b6124', '4290469e-0f24-11e2-8525-18a905767e44', '42a7b3a4-0f24-11e2-8525-18a905767e44', '430bc0c7-0f24-11e2-8525-18a905767e44', '4318c096-0f24-11e2-8525-18a905767e44', '4328d3f9-0f24-11e2-8525-18a905767e44', '432d798a-0f24-11e2-8525-18a905767e44', '433ee768-0f24-11e2-8525-18a905767e44', '4c2ff5eb-59d8-413b-a840-53b5c516bdd6', '4f7bcd47-1979-11e2-8525-18a905767e44', '651605ef-de59-41bf-b66c-9806f1ea9162', '6f93b7a8-aee1-4990-b162-81e26b1ed31e', '700cb297-904a-4c38-b82f-993795608007', '75630a9f-1e79-4caf-afd8-ddae4e87ad6b', '8274d1f8-c050-451d-bd75-dd15bd381481', '926d4c4e-e1e5-4345-8456-13fd06df8579', '9538209e-4018-48c5-b04a-153f42de901f', 'a275b483-0533-4cf5-9417-9b6205bc21e0', 'c5b83280-cba4-4044-986e-1d53c5f1d118', 'cf33c0f3-ee06-4a98-90bc-11279dbdd042', 'cf8683b6-a0bd-4acd-88bb-de9178ac0444', 'f552a1d2-17b1-41ab-8f07-8a3ce59e4a9b', 'f7e702fd-431b-4203-bd8e-c0b1e8f25b4d']"
4417b7d7-0f24-11e2-8525-18a905767e44,Penguins,PIT,EASTERN CONFERENCE,EASTERN,Metropolitan,METROPOLITAN,"['017d16c8-07cc-47bf-98fb-69c5d67430dd', '0528f772-352a-4803-a244-2a50cda34f35', '0a4d7367-8dd3-4499-b524-d2ae6f57c027', '1130edda-c071-4ae6-9de5-1e35525c72bd', '158053c4-d6db-4d3b-b859-267f6bcfa863', '30c33a25-633e-461f-8be7-57bdd8a02fd5', '42789ae7-0f24-11e2-8525-18a905767e44', '42b48e9a-0f24-11e2-8525-18a905767e44', '42d6eb17-0f24-11e2-8525-18a905767e44', '433de553-0f24-11e2-8525-18a905767e44', '433e7a98-0f24-11e2-8525-18a905767e44', '4342422b-0f24-11e2-8525-18a905767e44', '436ef17d-0f24-11e2-8525-18a905767e44', '44140209-737a-4a5e-96bf-1a22ecf847c5', '453cb83d-bdd1-4862-aa4e-e9f32f458f82', '46d3e792-5729-4b1e-8924-561ab71ac256', '899921ff-0404-4f4d-acb5-80a7f4e74c3f', '92ad3a04-a468-11e2-a01b-f4ce4684ea4c', '9df75668-3fa7-4153-b7e4-2ae8787d42a9', 'b2100fea-c75b-480a-b587-446d5e9bdf62', 'c3e46622-db0d-4983-9f48-31265dd5d520', 'd1168577-65b2-4dd0-b429-97c0cbb6606f', 'e0bf4db0-37de-4829-b0b3-6190c9d433f3', 'ff789420-8c6c-4214-8e6e-e9e312c1f814']"
44174b0c-0f24-11e2-8525-18a905767e44,Devils,NJ,EASTERN CONFERENCE,EASTERN,Metropolitan,METROPOLITAN,"['0955bed9-a815-4ac1-9706-4f5d69a6f838', '0c672978-1e7b-486f-8ed8-d2e488b18812', '1647e454-d549-4b8d-9e37-664b4df016dc', '1b48264e-4f71-4aaf-a263-62ba01d12b63', '1e2dfac4-9f24-4d83-a6f0-ba1a75dd97dc', '2f4b2605-af2a-4f7a-acbc-8badca40b6e5', '2f9dedba-074d-4cd0-9936-654544f7af03', '3791d252-2f12-4a56-a7e4-6b3d15d2ed72', '3e49a197-8b0b-4360-80d3-da76ca8889b2', '4283f561-0f24-11e2-8525-18a905767e44', '42e6f812-0f24-11e2-8525-18a905767e44', '42ee4e8e-0f24-11e2-8525-18a905767e44', '4436c7b3-4b38-4f13-ba0e-07d68fcb7056', '44d57a66-a309-4b0f-9f98-c8fe1b3fa160', '78e9f6dd-2ef8-458e-8363-731b2d520e62', '85ccad15-57ef-496b-84a1-bb9090e9b668', '8d07a54d-7752-4de0-a522-a53fbdf7bacd', 'ab27d068-5ae3-4623-b8c4-d6bbb6858e57', 'b086ebca-dcbc-4a5a-8eac-21a93e9e48c8', 'b2b1b4c3-fe22-4bf9-beb7-49c716b278de', 'd1d9d464-b904-49d1-a9ef-9e5b6e312a85', 'e7a46d95-4d97-4fd9-afd4-2be1d6f49922', 'f06b20b4-9be3-4967-bca2-6723acdbf5d4', 'f56821c8-856e-4c72-affd-3dbbba69b379']"
4417eede-0f24-11e2-8525-18a905767e44,Capitals,WSH,EASTERN CONFERENCE,EASTERN,Metropolitan,METROPOLITAN,"['0d53302f-c32f-4558-9329-796397d30006', '1d8c643f-4534-4413-82ff-ffce5379f9f8', '2382de52-b659-49cb-afac-b6ca1eb1bd78', '29c261cf-ad6a-4f70-808e-891a05e8cf47', '42befb61-0f24-11e2-8525-18a905767e44', '42d05fe4-0f24-11e2-8525-18a905767e44', '42fc415a-0f24-11e2-8525-18a905767e44', '432e9520-0f24-11e2-8525-18a905767e44', '434b2df5-0f24-11e2-8525-18a905767e44', '434c020d-0f24-11e2-8525-18a905767e44', '434d92a7-0f24-11e2-8525-18a905767e44', '434f3b9c-0f24-11e2-8525-18a905767e44', '436af78e-0f24-11e2-8525-18a905767e44', '6164c9ca-61b3-11e2-9e6b-f4ce4684ea4c', '71c5cd9e-a126-481c-b849-c323e27e74e6', '818e24b7-32ae-43c8-b7d1-33ec285ae530', '8202f31e-9692-4a28-a265-399674bc5820', '86153281-b8f0-11e2-8051-f4ce4684ea4c', '926da2f4-a348-4815-a74b-39df1f912e61', '98c85be0-dcf7-400f-8686-dde374b17bba', 'c6c7ef7f-5152-4e77-b448-6192ec3b9d07', 'd6ddb0db-66ba-4a8e-a8c9-641c767daf79', 'dec618b5-6b7b-4b92-a338-f8a2d9fbb2b1', 'e16bf6b8-b7ba-4ab1-b3b2-b21c83cd622e', 'e76727ee-686a-4220-a202-7d281dcbce27', 'ec52c991-e52f-4820-9fdd-81a11c797bea', 'f53f3ed6-612d-4a45-b9d4-570f8d2e9097']"
441781b9-0f24-11e2-8525-18a905767e44,Rangers,NYR,EASTERN CONFERENCE,EASTERN,Metropolitan,METROPOLITAN,"['019e74ad-95fb-478a-bff7-b549fceadabf', '16bf9f68-95f9-4789-a811-80fe6838e632', '307abde7-af84-4a86-9ca9-c67736d1e435', '30d3b91d-c0d2-40e0-ba17-2a21882c43af', '42d32e29-0f24-11e2-8525-18a905767e44', '42d6814d-0f24-11e2-8525-18a905767e44', '42f5f2cc-0f24-11e2-8525-18a905767e44', '43700779-0f24-11e2-8525-18a905767e44', '49712a51-11ae-4677-a32f-f8d327898cd2', '6bca094f-57dd-45c5-9184-5e49705385a4', '73fc009c-cbf2-4948-80d1-fe9d7a4b4163', '7482727f-ab9f-11e2-a01b-f4ce4684ea4c', '88b023d4-01e2-4e25-8e2c-515350e75284', '9309562d-2fde-4678-8e5a-3ed1cad45d2a', 'b428aa9b-d2dd-461f-9606-51ed00e1e165', 'b6595de6-11a5-4020-889f-13bce84c0fe2', 'c105f594-7c77-4356-84ef-9501810bcba1', 'c2600985-d9c8-4b54-a272-721d3e1b1ab0', 'c34191f9-c007-4310-a4bc-db5777b0c18b', 'c8bfaa86-656b-4914-a220-4aec723298c1', 'dafabda2-e109-4849-8954-0d192fc8cfc6', 'dbd758d7-0a91-40a2-a37c-b91dae05f258', 'ea688978-623a-49d7-84a3-773b339d3297']"
441766b9-0f24-11e2-8525-18a905767e44,Islanders,NYI,EASTERN CONFERENCE,EASTERN,Metropolitan,METROPOLITAN,"['04ec54fd-f415-4bf9-9b7c-b25c2b9db179', '0a626220-8869-4919-b16b-8e61bc8f6aaa', '21920376-8487-411a-934d-84b8ed0083d8', '34192862-b944-4aac-acdf-96f6b6522363', '38fc556f-e5eb-4b44-847b-1827e107f2e6', '4069a020-de8f-4b34-a005-84b937d95456', '42782e1b-0f24-11e2-8525-18a905767e44', '42adc2bc-0f24-11e2-8525-18a905767e44', '42ba2b77-0f24-11e2-8525-18a905767e44', '42f54522-0f24-11e2-8525-18a905767e44', '431e124a-0f24-11e2-8525-18a905767e44', '432432ef-0f24-11e2-8525-18a905767e44', '43245584-0f24-11e2-8525-18a905767e44', '4326be6a-0f24-11e2-8525-18a905767e44', '633163e7-e448-48eb-a26b-9bae8b028d1d', '7facf1b9-81a0-4e54-8f91-cb4b008fcb8d', '91e5bfe0-73b9-4174-aa84-86f7a4e9fe18', '95c89319-ac2d-4f73-94f8-cf27d7c79f11', 'ab79ebb3-9ae6-11e2-a01b-f4ce4684ea4c', 'd026183c-b079-11e2-a01b-f4ce4684ea4c', 'e160c984-786b-49dc-9aa4-1c312b487af8', 'fc664c7a-5c8a-4fc4-aaa8-51f9abb1c992']"
44167db4-0f24-11e2-8525-18a905767e44,Blue Jackets,CBJ,EASTERN CONFERENCE,EASTERN,Metropolitan,METROPOLITAN,"['1036a432-6892-4ff3-9758-0d9f8f5589f0', '15c19b8b-ba4b-4e68-a1ed-3138aca55b0f', '27edc273-4b02-49f7-be9a-ec5273b94de1', '2c213008-2b6d-4b15-884d-815e85c3d73b', '433931d7-0f24-11e2-8525-18a905767e44', '43674908-0f24-11e2-8525-18a905767e44', '4eb44133-0199-4496-972f-09f5ae6fbc35', '55bfd682-4e66-4043-96b7-adc4aab4a39d', '5d663105-1f22-43a6-b6f0-8a133c5dda35', '6217c321-5927-4d91-970a-f93122d8332a', '6ebf9cef-4252-424e-94b3-c47a418320a0', '80115764-728f-48a1-bc05-383556c00942', '83531587-6808-4876-b571-c0f0ff0b1d69', '84bf8327-9f40-45d8-ba5f-c4d4141fb4ef', '9dd8b7c0-36dc-4a48-bcc7-5ac043f7883c', 'a6ce3f5f-520a-487d-bbba-3e7aae330953', 'bd3ac8cc-aee7-4b42-8f10-8cfbb54564d1', 'c59534c1-0afb-47e5-91c3-f93b52459fc9', 'c8f16c1b-f43a-411e-a9a9-882a4cfb502e', 'd2f2bfb6-0377-4102-8e10-8741de978934', 'd57c7da4-b733-4137-94d3-388dd2b60cba', 'd5d0e568-bf2c-4e02-bc3b-0df9e3633599', 'd777ba16-c656-4331-acef-924af921cd60', 'e9aa4948-8ee0-49c4-af5b-f5db53fe49d3', 'f7e3d4a3-783e-4e7b-9fce-264dc8d73785', 'fba47a8e-0447-48a4-ae8b-0ed6d6752558', 'fd514a4e-e92b-446e-8a0a-c185254fafbd']"
4416ba1a-0f24-11e2-8525-18a905767e44,Bruins,BOS,EASTERN CONFERENCE,EASTERN,Atlantic,ATLANTIC,"['1b04e659-bddb-489d-9f38-b51e14695142', '41acc046-28ad-430f-94e5-604d7f35daff', '42b1269a-0f24-11e2-8525-18a905767e44', '42c8522c-0f24-11e2-8525-18a905767e44', '42e8baa0-0f24-11e2-8525-18a905767e44', '42e9e6e2-0f24-11e2-8525-18a905767e44', '42eba095-0f24-11e2-8525-18a905767e44', '42f6d573-0f24-11e2-8525-18a905767e44', '4322a819-0f24-11e2-8525-18a905767e44', '4f130bf0-9daf-4765-98c2-fb79bd4bd76d', '564ab910-104e-4cc9-944a-5e0f8ee9e5ac', '671bbc9e-99ea-4c1f-b871-f8efd53b0d8f', '69cc1757-78c5-4461-bde3-2b252854ecb8', '72d92fa8-71ce-4437-adb5-e861e5f6f55f', '8d8f90bf-5c5c-46b6-9e49-da553f1dad8c', 'a78b4782-c5d4-4bad-a765-3e4b95a7fb90', 'a97bdbff-c16b-42c3-a3de-e1e8aa8ad9dc', 'aafb1b09-91ab-49b6-a1ff-a171a480c5c1', 'b9d5a9f7-7ffd-4bca-bbf8-cef8fd4e9226', 'd4dd5956-5c99-4e69-b21f-713b64327eca', 'ec8c4f98-afc4-49c9-90ef-0a37e8a84b32', 'ef1dbdd6-20dd-4725-8cf0-bb69d4477a4d', 'f7022a02-6f00-11e2-a3e0-f4ce4684ea4c', 'fde13ac2-1ba2-4abb-abcb-a6a91e845e45']"
4418464d-0f24-11e2-8525-18a905767e44,Panthers,FLA,EASTERN CONFERENCE,EASTERN,Atlantic,ATLANTIC,"['08c092f7-e369-437b-9aa4-2366f5266dfe', '0cd5158e-f92b-11e2-a133-f4ce4684ea4c', '101f39e6-32c5-4d54-bf29-f78153b11f04', '10205c85-5f02-431d-909e-13c33bd18b05', '179e5b56-10f8-45de-9282-39329d2fbb63', '195e4587-4f5e-47b0-bffc-88f0106561b9', '1c8194fb-52fe-4edc-afbc-b3aff1f370a3', '42cb7241-0f24-11e2-8525-18a905767e44', '4332f9f8-0f24-11e2-8525-18a905767e44', '433d0416-0f24-11e2-8525-18a905767e44', '43493300-0f24-11e2-8525-18a905767e44', '435b1eda-0f24-11e2-8525-18a905767e44', '447fb3e7-2174-4db3-9dec-421728327cc4', '462246d3-b396-48c9-aa6e-c1c5e3c1adff', '4833e4eb-8d91-4b19-82d5-88489e625a8d', '49889c6c-a26c-4294-bd59-445a24d73570', '53a04226-4657-4064-8764-9cd526f966a7', '726c97b6-9611-450b-8f2f-c5f0bdd1144b', 'a24e0f46-9cad-49dd-b07f-7835e0848d99', 'b1ebf2ae-a9f3-49d7-b77e-f1c918f992f8', 'c32cabb7-21bc-48f6-8bf6-a517f2978f8e', 'd4fb4274-a59f-4705-821e-dba04967570f', 'dcb150e9-eeeb-4d58-81e4-ef08526ac87f', 'fa00c140-0523-45ee-a492-e966042081ce']"
441730a9-0f24-11e2-8525-18a905767e44,Maple Leafs,TOR,EASTERN CONFERENCE,EASTERN,Atlantic,ATLANTIC,"['031000a5-c716-4fed-9aa3-d5a84a8f39b2', '0408afd7-1600-4a36-8ec7-685120334ce1', '05fed45c-9c7e-4f5e-b94b-03dc4e0f4309', '11db2df4-71c0-43f7-ae46-385ccd689ea3', '3680b71f-575d-4eb9-95c6-4fb672b2672a', '371333ea-0157-4c17-9d08-58de23433cfd', '402f4edf-fe6d-4bef-9e37-c49a7b5e08ed', '427ea420-0f24-11e2-8525-18a905767e44', '428362f8-0f24-11e2-8525-18a905767e44', '4296e3be-0f24-11e2-8525-18a905767e44', '429e0fce-0f24-11e2-8525-18a905767e44', '429e7aa6-0f24-11e2-8525-18a905767e44', '4325e70e-0f24-11e2-8525-18a905767e44', '4338ec3d-0f24-11e2-8525-18a905767e44', '5048567a-783c-4e89-9b46-0aa11a8f4534', '57e9034a-bd18-4231-8970-1d85b479a234', '5d8d18c3-7642-4db2-8363-62eaf149a5fd', '6ac83823-d037-4312-b33e-40e7b1a7eb9c', '6d438214-071b-4759-9191-dffcffc318b7', '7f2276ba-ffb9-4a7f-87bc-fdf2e2d8392b', '84867861-af25-4574-aa3f-2d94855fe3c5', '85efc3a4-760a-4b24-bbcf-3757f512666b', 'b6469001-5c10-494a-a27c-44765044e016', 'bdcd833e-ff8f-4e77-84a3-035bf2f32fcb', 'c0baf1ec-7a56-4945-894a-3949f335a966', 'c218392b-2251-497a-a7e7-9a76e8580f31', 'cc2294b3-b7ca-4c3f-93d4-2795f85b126f', 'e651fc6d-befc-4773-970a-b7ce1eee2a38', 'f503a0cb-dda7-4e33-bcab-cbf968daba2a', 'f914dd75-14ac-4f7a-b124-8ff75ce48e04']"
4416d559-0f24-11e2-8525-18a905767e44,Sabres,BUF,EASTERN CONFERENCE,EASTERN,Atlantic,ATLANTIC,"['179af1df-6148-4ea7-bdb4-125b9a82ea86', '20323392-b186-4f46-b32f-f28b3f32c01c', '353f9e1c-5782-407a-9950-51a94d052567', '3de1bc1d-ac48-4b05-8072-086729333f26', '42fb2bb2-0f24-11e2-8525-18a905767e44', '432816ce-0f24-11e2-8525-18a905767e44', '435afbf4-0f24-11e2-8525-18a905767e44', '46ebc2ab-7e0b-4c07-8b5a-9c8fa0509494', '485f3be0-81fb-49ef-87b8-ab26651004b7', '4db78d8c-29d0-4d0e-9e20-0b891e5e830f', '51a1655e-d6ee-41ea-8da0-8f936be5921f', '5c78e3bd-fa23-431c-b2d9-7d52a3be0c20', '7ee07d20-b48d-4993-ae1d-0cc4d2d881b4', '89fdc2bc-146f-4b21-81d9-6983fcf1f40c', 'a6bd3315-d04f-461d-8969-f974197519c2', 'a719751e-58f4-44e6-a8a3-b0fcfe5add7c', 'ae63b7f6-8870-414e-b58a-fb09ce4d486e', 'b1699d50-a876-40c1-a1b3-667cbf5f7e8c', 'b2265192-8a74-4401-955e-629899f5292b', 'b82e05ea-3df0-4085-88a3-bcc7c1efec83', 'b94c7db3-3cda-4ae0-8359-8ebd60eb658c', 'ca23f395-a18f-400a-9131-ef37dea0d52f', 'cbf18dd3-7d32-4865-8191-0c9a64b9badc', 'dac254fe-dd38-4571-ae92-9dd844a2ff9d', 'eaf2aaab-5b60-4a1d-9c70-1e8e142598be']"
